tags,title,paper,dataset,code
"perceptual similarity, image, synthetic, diffusion, JND, 2AFC","DreamSim: Learning New Dimensions of Human Visual Similarity using Synthetic Data","2306.09344","NIGHTS","https://github.com/ssundaram21/dreamsim"
